Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-05-02,2018,5,2,Wednesday,17,2018-17,264.76,265.68,262.76,263.2,86368900,241.7,-0.006717482768751171,244.48500000000004,245.748
2018-05-03,2018,5,3,Thursday,17,2018-17,262.26,263.36,259.05,262.62,136311500,241.17,-0.0022035463434445512,244.3192857142857,245.63139999999999
2018-05-04,2018,5,4,Friday,17,2018-17,261.52,266.79,261.15,266.02,91222100,244.29,0.012946332167817376,244.23357142857142,245.5708
2018-05-07,2018,5,7,Monday,18,2018-18,266.89,268.02,266.11,266.92,55304900,245.11,0.0033832753453326703,244.01857142857142,245.4478
2018-05-08,2018,5,8,Tuesday,18,2018-18,266.5,267.33,265.15,266.92,67499200,245.11,0.0,243.7907142857143,245.2664
2018-05-09,2018,5,9,Wednesday,18,2018-18,267.68,269.87,267.09,269.5,59666100,247.48,0.009665833094649745,243.8307142857143,245.19580000000002
2018-05-10,2018,5,10,Thursday,18,2018-18,270.34,272.39,270.22,272.02,72063900,249.8,0.009350721672125584,244.1857142857143,245.22259999999997
2018-05-11,2018,5,11,Friday,18,2018-18,272.16,273.15,271.58,272.85,59871500,250.56,0.0030511164163795623,244.59785714285718,245.3368
2018-05-14,2018,5,14,Monday,19,2018-19,273.34,274.08,272.36,272.98,54790600,250.68,0.0004767769028781732,245.25357142857143,245.4282
2018-05-15,2018,5,15,Tuesday,19,2018-19,271.59,271.61,270.03,271.1,87036100,248.95,-0.006887053096182094,245.7435714285714,245.428
2018-05-16,2018,5,16,Wednesday,19,2018-19,271.14,272.76,271.11,272.24,53942600,250.0,0.004205116367928863,246.13285714285712,245.43619999999999
2018-05-17,2018,5,17,Thursday,19,2018-19,271.94,273.23,271.13,272.01,56536400,249.79,-0.0008449111634779571,246.4907142857143,245.442
2018-05-18,2018,5,18,Friday,19,2018-19,271.62,272.03,270.93,271.33,64368000,249.16,-0.0025000415390765696,246.93785714285715,245.41120000000004
2018-05-21,2018,5,21,Monday,20,2018-20,273.01,273.98,272.57,273.37,58025900,251.04,0.007518616035247838,247.48857142857145,245.33059999999998
2018-05-22,2018,5,22,Tuesday,20,2018-20,273.96,274.25,272.24,272.61,52966400,250.34,-0.002780274100829816,248.10571428571424,245.24239999999998
2018-05-23,2018,5,23,Wednesday,20,2018-20,271.17,273.39,270.99,273.36,64694200,251.03,0.002751149349692339,248.81,245.20100000000002
2018-05-24,2018,5,24,Thursday,20,2018-20,272.91,273.22,270.78,272.8,76043800,250.51,-0.0020483400470598934,249.25428571428574,245.17520000000002
2018-05-25,2018,5,25,Friday,20,2018-20,272.15,272.86,271.58,272.15,56374800,249.92,-0.00238285915323444,249.59785714285712,245.14300000000003
2018-05-29,2018,5,29,Tuesday,21,2018-21,270.31,271.17,267.76,269.02,115908600,247.04,-0.011500773175844414,249.73571428571427,245.0478
2018-05-30,2018,5,30,Wednesday,21,2018-21,270.5,273.11,270.42,272.61,69678400,250.34,0.013344442944907664,249.94,245.0868
2018-05-31,2018,5,31,Thursday,21,2018-21,272.15,272.49,270.26,270.94,93519900,248.81,-0.0061259640695116024,249.8692857142857,245.0868
2018-06-01,2018,6,1,Friday,21,2018-21,272.41,273.94,272.33,273.6,71258400,251.25,0.009817837042561006,249.9185714285714,245.145
2018-06-04,2018,6,4,Monday,22,2018-22,274.53,275.19,274.26,274.9,45385200,252.44,0.0047512370628193246,250.0442857142857,245.35119999999998
2018-06-05,2018,6,5,Tuesday,22,2018-22,275.05,275.53,274.18,275.1,51135000,252.63,0.0007277540868166898,250.30714285714288,245.6644
2018-06-06,2018,6,6,Wednesday,22,2018-22,275.79,277.52,275.09,277.4,62732200,254.74,0.008360307294777991,250.6457142857143,245.8902
2018-06-07,2018,6,7,Thursday,22,2018-22,277.95,278.28,276.34,277.37,72969400,254.71,-0.00010817931458162455,250.99714285714285,246.19819999999999
2018-06-08,2018,6,8,Friday,22,2018-22,276.85,278.25,276.66,278.19,72139700,255.46,0.0029562626724570773,251.44714285714284,246.5354
2018-06-11,2018,6,11,Monday,23,2018-23,278.44,279.37,278.31,278.56,58892500,255.8,0.001330422816900656,251.78714285714287,246.8184
2018-06-12,2018,6,12,Tuesday,23,2018-23,279.03,279.33,278.19,278.92,72329000,256.13,0.001292268341334557,252.20071428571433,247.21219999999997
2018-06-13,2018,6,13,Wednesday,23,2018-23,279.19,279.48,277.8,278.03,79070600,255.32,-0.0031909955353227604,252.50714285714284,247.52920000000003
2018-06-14,2018,6,14,Thursday,23,2018-23,279.01,279.33,278.06,278.73,77097600,255.96,0.0025180458056874855,252.89642857142854,247.8078
2018-06-15,2018,6,15,Friday,23,2018-23,276.6,277.51,275.35,277.13,120041600,255.63,-0.0012757418930924302,253.30428571428573,248.0416
2018-06-18,2018,6,18,Monday,24,2018-24,275.49,276.7,274.95,276.56,52917600,255.11,-0.002057165000522554,253.8807142857143,248.37380000000002
2018-06-19,2018,6,19,Tuesday,24,2018-24,274.0,275.75,273.53,275.5,97531500,254.13,-0.0038325373478745872,254.15142857142857,248.66280000000003
2018-06-20,2018,6,20,Wednesday,24,2018-24,276.27,276.72,275.59,275.97,53785500,254.56,0.0017058335906194877,254.56214285714287,248.88420000000002
2018-06-21,2018,6,21,Thursday,24,2018-24,275.96,275.98,273.68,274.24,71061400,252.97,-0.006268767580745571,254.685,249.09939999999997
2018-06-22,2018,6,22,Friday,24,2018-24,275.66,275.79,274.49,274.74,54898500,253.43,0.0018229095351662838,254.75571428571428,249.2838
2018-06-25,2018,6,25,Monday,25,2018-25,273.44,273.62,269.1,271.0,137854200,249.98,-0.013612534615218608,254.56642857142856,249.4136
2018-06-26,2018,6,26,Tuesday,25,2018-25,271.64,272.56,270.79,271.6,68547400,250.53,0.0022136932425222966,254.2657142857143,249.5144
2018-06-27,2018,6,27,Wednesday,25,2018-25,272.26,273.87,269.18,269.35,105110700,248.46,-0.00828389673986163,253.81928571428574,249.5212
2018-06-28,2018,6,28,Thursday,25,2018-25,269.29,271.75,268.49,270.89,76650500,249.88,0.005717801775379172,253.4207142857143,249.5528
2018-06-29,2018,6,29,Friday,25,2018-25,272.12,273.66,271.15,271.28,97592500,250.24,0.0014391851749759876,253.02357142857142,249.61919999999998
